"i","SA","Vol","PA","FD","R_PA"
"site61.ply",7110.23771897652,2063.24438476562,2115.79282277,NA,3.02460497811201
"site62.ply",5028.92903514659,5854.56982421875,2069.810917495,NA,1.92237823696773
"site63.ply",2955.7021293167,2757.36596679688,2010.84222557,NA,1.408136427296
"site64.ply",5701.94640750504,7423.94287109375,1909.7646449,NA,2.42180088300635
"site65.ply",3739.99698246616,2380.97387695312,1846.45554994,NA,1.80347329246329
