"i","SA","Vol","PA","FD","R_PA"
"site31.ply",7106.40809034793,6981.1376953125,2198.463194775,NA,2.87533940266656
"site32.ply",4832.35672127079,11695.255859375,1840.649387865,NA,2.31279735575281
"site33.ply",2786.29834451169,1822.02294921875,1887.377993025,NA,1.28631025374442
"site34.ply",6855.49013987776,24726.234375,2050.74357821,NA,3.08630620916414
"site35.ply",7335.76011714375,8099.173828125,1881.096865405,NA,3.37964347458975
