"i","SA","Vol","PA","FD","R_PA"
"site41.ply",5431.14384040684,7031.67724609375,1854.3008175,NA,2.58719795448365
"site42.ply",3720.64380481864,3889.51318359375,2071.451333515,NA,1.67730252293905
"site43.ply",4725.0539037326,1866.96362304688,2146.0992002,NA,2.06191024257105
"site44.ply",6236.59813502014,1504.73681640625,2358.0608848,NA,2.4686384683923
"site45.ply",4416.11432921982,6943.32275390625,2308.567616315,NA,1.69256611286944
