"i","SA","Vol","PA","FD","R_PA"
"site51.ply",2386.79227192083,1390.50061035156,2142.962375405,NA,1.09075476145986
"site52.ply",2859.71736083698,2264.21459960938,1860.431402505,NA,1.25770503593604
"site53.ply",2750.32227805343,1491.951171875,2138.040044535,NA,1.14203520038627
"site54.ply",6478.24158620373,8235.6396484375,1905.23080614,NA,2.6213101130053
"site55.ply",8589.50073000353,12245.6455078125,2314.567134255,NA,2.91359275209146
