"i","SA","Vol","PA","FD","R_PA"
"site11.ply",4157.05669778888,238.51708984375,2533.489475445,NA,1.32623094951838
"site12.ply",8510.3555932977,12610.4609375,2171.05733909,NA,3.64130114859531
"site13.ply",3978.79850287924,4557.591796875,2337.75015114,NA,1.56078343746739
"site14.ply",3656.65291415964,7318.34228515625,2368.068870135,NA,1.45855118025958
"site15.ply",3493.73616740179,4432.74365234375,2606.563165675,NA,1.28453205258923
