"i","SA","Vol","PA","FD","R_PA"
"site01.ply",4154.90584011052,10672.560546875,1882.69877526,NA,2.06150255443794
"site02.ply",11315.0503694442,21489.49609375,2348.234351145,NA,4.23190552145096
"site03.ply",7051.19964427085,179.55827331543,1896.518796835,NA,3.10225822134228
"site04.ply",3379.50724807031,3046.97192382812,1971.041899845,NA,1.55357618528689
"site05.ply",6747.90741651777,7830.3046875,2069.91870817,NA,2.82756384651805
