"i","SA","Vol","PA","FD","R_PA"
"site56.ply",8348.67406569329,17787.513671875,2420.449730845,NA,2.90709909267958
"site57.ply",4824.70718547035,7190.703125,2009.404773085,NA,2.07574691144544
"site58.ply",7484.92150198544,13874.01953125,2015.07155051,NA,3.12929371608275
"site59.ply",6215.79971545551,11848.8427734375,2202.550248605,NA,2.41161054689948
"site60.ply",7738.69973109943,18822.775390625,2075.12404437,NA,2.9721810544413
