"i","SA","Vol","PA","FD","R_PA"
"site06.ply",3978.78191916812,213.927383422852,2099.0355113,NA,1.67044789221681
"site07.ply",6034.71186057112,6802.80810546875,1845.302371375,NA,2.67242454875311
"site08.ply",7385.29783266366,17938.431640625,2088.840379205,NA,2.83958501668066
"site09.ply",3734.79362748406,2978.84692382812,2063.855848835,NA,1.55301018083971
"site10.ply",11853.3071028934,15871.087890625,2079.797076135,NA,4.34758652349487
