"i","SA","Vol","PA","FD","R_PA"
"site16.ply",8611.31670818228,32304.97265625,2456.525453675,NA,2.98824831372171
"site17.ply",4855.4954165684,10514.185546875,2518.22022573,NA,1.79216803682066
"site18.ply",10009.8761389939,13445.3115234375,2191.86866626,NA,3.61123483637696
"site19.ply",4225.68226608441,13519.8310546875,2278.845627925,NA,1.7497193878942
"site20.ply",6865.44902746216,8349.6513671875,2600.90004957,NA,2.17230046055196
