"i","SA","Vol","PA","FD","R_PA"
"site26.ply",7223.85287235186,1892.95788574219,2448.46972763,NA,2.48005611679993
"site27.ply",3107.90850198374,479.808074951172,2243.525815925,NA,1.2193157252234
"site28.ply",2700.15650600885,2009.47814941406,2036.39143562,NA,1.22751708363571
"site29.ply",5543.1833936453,10919.2353515625,2279.67803527,NA,2.04507438047096
"site30.ply",3092.93517249946,1362.81091308594,1966.880788675,NA,1.33571751977708
