"","X","site","region","probe","p.slp","p.rsq","p.se","r.slp","r.rsq","r.se","tempO2_PS","tempO2_R","parPS","parR","tempHOBO_PS","tempHOBO_R","successful","location","description","dominant","chamber","siteRep","SAcm2","SAm2","Volcm3","Volm3","PA","Rug"
"123","mins122","hi01","Hawaii","P0",117.9,0.997,1.75404139633124,-85.2,0.977,4.67079707018953,27.0705882352941,27.116,7896.95,8.615,28.795,27.5913,"y","kbay_A","porites","P. compressa","OG","hi01",7212.263,0.7212263,19914.648,0.019914648,0.237582944427728,3.03568213508438
"124","mins123","hi02","Hawaii","P0",16.6,0.831,2.07484403277329,-44,0.991,1.51757382127875,27.0453333333333,26.838,13852.4966666667,0,28.5851666666667,27.24205,"y","kbay_A","monti","M. capitata","OG","hi02",6629.196,0.6629196,6107.913,0.006107913,0.237582944427728,2.79026594942154
"125","mins124","hi03","Hawaii","P0",47.1,0.954,2.97204839970928,-77.7,0.991,2.74392064919901,26.69,26.6688888888889,3250.71071428571,0,27.9795357142857,27.146,"y","kbay_A","pdam","P. damicornis","OG","hi03",7228.795,0.7228795,17798.654,0.017798654,0.237582944427728,3.04264054703597
"126","mins125","hi05","Hawaii","P0",32.2,0.974,1.39946718552503,-59.3,0.973,3.70756412568035,27.1325,27.1844444444444,6418.009375,0,28.270375,27.6543888888889,"y","kbay_A","por_mont","P. compressa","OG","hi05",7107.643,0.7107643,9763.54,0.00976354,0.237582944427728,2.9916469875901
"127","mins126","hi06","Hawaii","P0",15.6,0.966,0.882859184626821,-20.2,0.879,2.49443825784921,27.0538461538462,27.0181818181818,4481.11923076923,122.318181818182,27.8054230769231,27.4503636363636,"y","kbay_A","monti_spire","M. capitata","OG","hi06",6043.393,0.6043393,3184.701,0.003184701,0.237582944427728,2.54369816594237
"128","mins127","hi07","Hawaii","P0",26.2,0.87,3.583453454326,-60.1,0.982,2.31969666847617,26.932,26.9014285714286,1502.65,0,27.92165,27.3070357142857,"y","kbay_A","monti_dense","M. capitata","OG","hi07",9314.841,0.9314841,15435.74,0.01543574,0.237582944427728,3.92066906251915
"129","mins128","hi08","Hawaii","P0",75,0.983,4.46071285599914,-79.5,0.941,8.15048839477227,27.5650793650794,27.4326388888889,10087.321761936,13.454888020875,28.4137698412698,27.9675,"y","kbay_A","comp_mound","P. compressa","OG","hi08",5431.845,0.5431845,13820.232,0.013820232,0.237582944427728,2.28629416689982
"130","mins129","hi09","Hawaii","P0",24.7,0.831,3.21650935888925,-27,0.957,2.03098134304437,27.5007936507936,27.4366666666667,5154.3753881112,24.75699395841,28.9709523809524,28.0555555555556,"y","kbay_A","small_pdam","P. damicornis","OG","hi09",4033.413,0.4033413,2958.541,0.002958541,0.237582944427728,1.69768625846244
"131","mins130","hi11","Hawaii","P0",28.4,0.973,1.1906690932509,-44.6,0.942,3.32880639494367,27.9077777777778,27.9630769230769,6501.41944444444,7.03846153846154,29.4881111111111,28.5213076923077,"y","kbay_A","bare_lept","Rock/Turf","OG","hi11",5299.075,0.5299075,6004.232,0.006004232,0.237582944427728,2.2304105257909
"132","mins131","hi12","Hawaii","P0",27,0.992,1.73205080756915,-43.3,0.973,2.2922596211027,27.815,27.725,3024.6625,17.4958333333333,29.1775,28.138375,"y","kbay_A","brown_mont","M. capitata","OG","hi12",5895.24,0.589524,10276.611,0.010276611,0.237582944427728,2.48133973345604
"133","mins132","hi13","Hawaii","P0",53.9,0.985,2.37354763118464,-20.6,0.848,2.76635083700458,NA,26.6733333333333,12260.9730769231,0,28.5476153846154,27.1159583333333,"y","kbay_A","por_poc","P. compressa","OG","hi13",5587.881,0.5587881,2702.8,0.0027028,0.237582944427728,2.35197059850389
"134","mins133","hi14","Hawaii","P0",33.9,0.961,1.71432591148786,-25.5,0.76,3.97103672270374,26.9,26.9493333333333,11591.5972222222,535.683333333334,28.5555277777778,27.4391,"y","kbay_A","poc_med1","P. damicornis","OG","hi14",5895.415,0.5895415,2433.776,0.002433776,0.237582944427728,2.4814133919421
"135","mins134","hi15","Hawaii","P0",24.4,0.979,0.952677238061767,-28.1,0.979,0.974363761664818,27.00125,26.989,9719.84375,2.4225,28.44390625,27.37735,"y","kbay_A","mont_poc","M. capitata","OG","hi15",5292.911,0.5292911,6011.013,0.006011013,0.237582944427728,2.22781606345909
"136","mins135","hi16","Hawaii","P0",38.6,0.976,1.68848874555074,-41.9,0.968,2.30477671296184,27.0706666666667,27.0615384615385,8283.95333333333,5.38461538461538,28.8137,27.5704615384615,"y","kbay_A","poc_med2","P. damicornis","OG","hi16",6256.225,0.6256225,4158.786,0.004158786,0.237582944427728,2.63328035397049
"137","mins136","hi17","Hawaii","P0",17.4,0.739,4.62052013838316,-12.5,0.706,3.61050055888575,NA,26.9514285714286,11831.74,369.064285714286,28.6299,27.335,"y","kbay_A","fungid","Lobactis","OG","hi17",3546.387,0.3546387,2394.322,0.002394322,0.237582944427728,1.49269427085445
"138","mins137","hi18","Hawaii","P0",15.8,0.955,0.947969407133083,-13.6,0.826,2.20025877099045,26.2773333333333,26.236,1364.51333333333,172.765,26.683,26.5365,"y","kbay_B","mcap_sand","M. capitata","OG","hi18",4741.23,0.474123,1963.424,0.001963424,0.237582944427728,1.99561042204453
"139","mins138","hi20","Hawaii","P0",32.5,0.889,3.62042634487652,-36.3,0.513,11.1757207806326,27.5766666666667,27.3633333333333,15277.6541666667,613.545833333333,28.8475208333333,27.6612708333333,"y","kbay_B","brown_mcap2","M. capitata","OG","hi20",7524.94,0.752494,9609.329,0.009609329,0.237582944427728,3.16728964620146
"140","mins139","hi23","Hawaii","P0",25.2,0.97,1.46930641483643,-23,0.778,7.09459888459739,27.2963636363636,27.204,3884.80909090909,193.215,28.4072045454545,27.50265,"y","kbay_C","fluffy_por","M. capitata","OG","hi23",6047.75,0.604775,5043.974,0.005043974,0.237582944427728,2.54553205179242
"141","mins140","hi30","Hawaii","P0",59.5,0.783,6.68615460924921,-111.1,0.851,13.4067074996646,27.9925925925926,28.2420634920635,8432.62681894972,661.596065255025,29.5164814814815,28.7810813492064,"y","kbay_A","lagoon_pcom","P. compressa","OG","hi30",7677.59,0.767759,12321.296,0.012321296,0.237582944427728,3.23154089132669
"142","mins141","hi31","Hawaii","P0",25.8,0.662,5.56133187708604,-21,0.817,5.74456264653763,28.9128205128205,29,7127.36468207335,0,30.554188034188,29.2572222222222,"y","kbay_A","lagoon_mcap","M. capitata","OG","hi31",5958.81,0.595881,10634.53,0.01063453,0.237582944427728,2.50809670464904
"143","mins142","hi32","Hawaii","P0",100.3,0.889,11.2120704563134,-167.6,0.974,6.80662904952585,NA,29.1,6033.9406393044,295.858037703463,30.5422023809524,29.4385725308642,"y","kbay_A","large_pcom","P. compressa","OG","hi32",9172.05,0.917205,37043.256,0.037043256,0.237582944427728,3.86056752604567
"144","mins143","hi33","Hawaii","P0",17.1,0.745,3.16087268171262,-17.9,0.668,4.20884983056352,28.7782407407407,28.6484848484849,4297.49123386747,142.866447348927,29.6043402777778,28.9459217171717,"y","kbay_A","pdam_rock2","P. damicornis","OG","hi33",4988.22,0.498822,4212.951,0.004212951,0.237582944427728,2.09956990474011
"145","mins144","hi34","Hawaii","P0",99.8,0.966,5.21947970023665,-74,0.978,3.49418337942316,26.9774074074074,27.0611111111111,17186.5563638379,41.26165659735,29.1459074074074,27.3456944444444,"y","kbay_A","pcom_round","P. compressa","OG","hi34",7251.3,0.72513,24855.972,0.024855972,0.237582944427728,3.05211302834317
"146","mins145","hi35","Hawaii","P0",115.5,0.85,14.0077781280966,-114.3,0.952,7.78224503348099,27.4404761904762,27.3611111111111,28249.6906759431,0,29.3970138888889,27.6750427350427,"y","kbay_A","pcom_med","P. compressa","OG","hi35",7696.14,0.769614,7069.284,0.007069284,0.237582944427728,3.23934869084895
"147","mins146","hi36","Hawaii","P0",16,0.901,1.47258214320908,-23.5,0.982,0.995941034572816,27.05,26.8722222222222,9974.556986142,0,28.2253888888889,27.1671527777778,"y","kbay_A","rock","Rock/Turf","OG","hi36",4923.09,0.492309,6362.376,0.006362376,0.237582944427728,2.0721563207571
