"Plot Title: 2021_3_21_b"
"#","Date Time, GMT-10:00","Temp, °F (LGR S/N: 10834020, SEN S/N: 10834020, LBL: <C6>)","Intensity, lum/ft² (LGR S/N: 10834020, SEN S/N: 10834020)","Coupler Detached (LGR S/N: 10834020)","Coupler Attached (LGR S/N: 10834020)","Host Connected (LGR S/N: 10834020)","Stopped (LGR S/N: 10834020)","End Of File (LGR S/N: 10834020)"
409,03/21/22 02:37:22 PM,85.374,464.0,,,,,
410,03/21/22 02:37:52 PM,85.194,108.0,,,,,
411,03/21/22 02:38:22 PM,85.194,416.0,,,,,
412,03/21/22 02:38:52 PM,85.194,464.0,,,,,
413,03/21/22 02:39:22 PM,85.194,464.0,,,,,
414,03/21/22 02:39:52 PM,85.194,480.0,,,,,
415,03/21/22 02:40:22 PM,85.194,448.0,,,,,
416,03/21/22 02:40:52 PM,85.194,448.0,,,,,
417,03/21/22 02:41:22 PM,85.194,416.0,,,,,
418,03/21/22 02:41:52 PM,85.194,400.0,,,,,
419,03/21/22 02:42:22 PM,85.194,368.0,,,,,
420,03/21/22 02:42:52 PM,85.194,368.0,,,,,
421,03/21/22 02:43:22 PM,85.194,400.0,,,,,
422,03/21/22 02:43:52 PM,85.014,336.0,,,,,
423,03/21/22 02:44:22 PM,85.014,288.0,,,,,
424,03/21/22 02:44:52 PM,85.014,320.0,,,,,
425,03/21/22 02:45:22 PM,85.014,320.0,,,,,
426,03/21/22 02:45:52 PM,85.014,304.0,,,,,
427,03/21/22 02:46:22 PM,85.014,320.0,,,,,
428,03/21/22 02:46:52 PM,85.014,256.0,,,,,
429,03/21/22 02:47:22 PM,84.834,272.0,,,,,
430,03/21/22 02:47:52 PM,84.834,232.0,,,,,
431,03/21/22 02:48:22 PM,84.834,256.0,,,,,
432,03/21/22 02:48:52 PM,84.654,109.0,,,,,
433,03/21/22 02:49:22 PM,84.474,18.0,,,,,
434,03/21/22 02:49:52 PM,84.295,0.0,,,,,
435,03/21/22 02:50:22 PM,84.295,0.0,,,,,
436,03/21/22 02:50:52 PM,84.115,0.0,,,,,
437,03/21/22 02:51:22 PM,84.115,0.0,,,,,
438,03/21/22 02:51:52 PM,84.115,0.0,,,,,
439,03/21/22 02:52:22 PM,83.935,0.0,,,,,
440,03/21/22 02:52:52 PM,83.935,0.0,,,,,
441,03/21/22 02:53:22 PM,83.935,0.0,,,,,
442,03/21/22 02:53:52 PM,83.935,0.0,,,,,
443,03/21/22 02:54:22 PM,83.935,0.0,,,,,
444,03/21/22 02:54:52 PM,83.935,0.0,,,,,
445,03/21/22 02:55:22 PM,83.935,0.0,,,,,
446,03/21/22 02:55:52 PM,83.935,0.0,,,,,
447,03/21/22 02:56:22 PM,83.935,0.0,,,,,
448,03/21/22 02:56:52 PM,83.935,0.0,,,,,
449,03/21/22 02:57:22 PM,83.757,0.0,,,,,
450,03/21/22 02:57:52 PM,83.935,0.0,,,,,
451,03/21/22 02:58:22 PM,83.935,0.0,,,,,
452,03/21/22 02:58:52 PM,83.757,0.0,,,,,
453,03/21/22 02:59:22 PM,83.757,0.0,,,,,
454,03/21/22 02:59:52 PM,83.935,99.0,,,,,
455,03/21/22 03:00:22 PM,83.935,128.0,,,,,
456,03/21/22 03:00:52 PM,83.935,106.0,,,,,
457,03/21/22 03:01:22 PM,83.757,97.0,,,,,
458,03/21/22 03:01:52 PM,83.757,96.0,,,,,
459,03/21/22 03:02:22 PM,83.757,102.0,,,,,
460,03/21/22 03:02:52 PM,83.579,89.0,,,,,
461,03/21/22 03:03:22 PM,83.579,92.0,,,,,
462,03/21/22 03:03:52 PM,83.579,91.0,,,,,
463,03/21/22 03:04:22 PM,83.579,100.0,,,,,
464,03/21/22 03:04:52 PM,83.579,104.0,,,,,
465,03/21/22 03:05:22 PM,83.579,95.0,,,,,
466,03/21/22 03:05:52 PM,83.399,102.0,,,,,
467,03/21/22 03:06:22 PM,83.399,101.0,,,,,
468,03/21/22 03:06:52 PM,83.399,104.0,,,,,
469,03/21/22 03:07:22 PM,83.399,99.0,,,,,
470,03/21/22 03:07:52 PM,83.221,95.0,,,,,
471,03/21/22 03:08:22 PM,83.221,92.0,,,,,
472,03/21/22 03:08:52 PM,83.221,93.0,,,,,
473,03/21/22 03:09:22 PM,83.221,97.0,,,,,
474,03/21/22 03:09:52 PM,83.043,90.0,,,,,
475,03/21/22 03:10:22 PM,83.221,93.0,,,,,
476,03/21/22 03:10:52 PM,83.043,91.0,,,,,
477,03/21/22 03:11:22 PM,83.043,94.0,,,,,
478,03/21/22 03:11:52 PM,83.043,96.0,,,,,
479,03/21/22 03:12:22 PM,83.043,92.0,,,,,
480,03/21/22 03:12:52 PM,83.043,82.0,,,,,
481,03/21/22 03:13:22 PM,83.043,52.0,,,,,
482,03/21/22 03:13:52 PM,82.864,29.0,,,,,
483,03/21/22 03:14:22 PM,82.864,45.0,,,,,
484,03/21/22 03:14:52 PM,82.864,21.0,,,,,
485,03/21/22 03:15:22 PM,82.864,16.0,,,,,
486,03/21/22 03:15:52 PM,82.686,9.0,,,,,
487,03/21/22 03:16:22 PM,82.686,3.0,,,,,
488,03/21/22 03:16:52 PM,82.864,34.0,,,,,
489,03/21/22 03:17:22 PM,83.043,2.0,,,,,
490,03/21/22 03:17:52 PM,82.686,2.0,,,,,
491,03/21/22 03:18:22 PM,82.330,2.0,,,,,
492,03/21/22 03:18:52 PM,81.797,2.0,,,,,
493,03/21/22 03:19:22 PM,81.442,2.0,,,,,
494,03/21/22 03:19:52 PM,81.090,17.0,,,,,
495,03/21/22 03:20:22 PM,80.735,24.0,,,,,
496,03/21/22 03:20:52 PM,80.559,31.0,,,,,
497,03/21/22 03:21:22 PM,80.206,19.0,,,,,
498,03/21/22 03:21:52 PM,79.853,21.0,,,,,
499,03/21/22 03:22:22 PM,79.502,14.0,,,,,
500,03/21/22 03:22:52 PM,79.326,14.0,,,,,
501,03/21/22 03:23:22 PM,78.975,21.0,,,,,
502,03/21/22 03:23:52 PM,78.975,8.0,,,,,
503,03/21/22 03:24:22 PM,78.800,25.0,,,,,
504,03/21/22 03:24:52 PM,78.800,19.0,,,,,
505,03/21/22 03:25:22 PM,78.624,36.0,,,,,
506,03/21/22 03:25:52 PM,78.624,42.0,,,,,
507,03/21/22 03:26:22 PM,78.449,43.0,,,,,
508,03/21/22 03:26:52 PM,78.274,45.0,,,,,
509,03/21/22 03:27:22 PM,78.274,43.0,,,,,
510,03/21/22 03:27:52 PM,78.098,47.0,,,,,
511,03/21/22 03:28:22 PM,77.923,28.0,,,,,
512,03/21/22 03:28:52 PM,77.923,43.0,,,,,
513,03/21/22 03:29:22 PM,77.749,44.0,,,,,
514,03/21/22 03:29:52 PM,77.574,45.0,,,,,
515,03/21/22 03:30:22 PM,77.574,34.0,,,,,
516,03/21/22 03:30:52 PM,77.400,46.0,,,,,
517,03/21/22 03:31:22 PM,77.400,47.0,,,,,
518,03/21/22 03:31:52 PM,77.574,48.0,,,,,
519,03/21/22 03:32:22 PM,77.574,50.0,,,,,
520,03/21/22 03:32:52 PM,77.574,36.0,,,,,
521,03/21/22 03:33:22 PM,77.574,37.0,,,,,
522,03/21/22 03:33:52 PM,77.574,38.0,,,,,
523,03/21/22 03:34:22 PM,77.574,39.0,,,,,
524,03/21/22 03:34:52 PM,77.574,40.0,,,,,
525,03/21/22 03:35:22 PM,77.574,41.0,,,,,
526,03/21/22 03:35:52 PM,77.574,42.0,,,,,
527,03/21/22 03:36:22 PM,77.749,43.0,,,,,
528,03/21/22 03:36:52 PM,77.749,45.0,,,,,
529,03/21/22 03:37:22 PM,77.749,46.0,,,,,
530,03/21/22 03:37:52 PM,77.923,49.0,,,,,
531,03/21/22 03:38:22 PM,77.923,48.0,,,,,
532,03/21/22 03:38:52 PM,78.098,50.0,,,,,
533,03/21/22 03:39:22 PM,78.098,53.0,,,,,
534,03/21/22 03:39:52 PM,78.274,52.0,,,,,
535,03/21/22 03:40:22 PM,78.449,47.0,,,,,
536,03/21/22 03:40:52 PM,78.449,57.0,,,,,
537,03/21/22 03:41:22 PM,78.624,13.0,,,,,
538,03/21/22 03:41:52 PM,79.151,34.0,,,,,
539,03/21/22 03:42:22 PM,79.326,11.0,,,,,
540,03/21/22 03:42:52 PM,79.502,64.0,,,,,
541,03/21/22 03:43:22 PM,79.502,8.0,,,,,
542,03/21/22 03:43:52 PM,79.678,0.0,,,,,
543,03/21/22 03:44:22 PM,79.678,0.0,,,,,
544,03/21/22 03:44:52 PM,79.678,0.0,,,,,
545,03/21/22 03:45:22 PM,79.678,0.0,,,,,
546,03/21/22 03:45:52 PM,79.502,0.0,,,,,
547,03/21/22 03:46:22 PM,79.502,0.0,,,,,
548,03/21/22 03:46:52 PM,79.502,0.0,,,,,
549,03/21/22 03:47:22 PM,79.326,3.0,,,,,
550,03/21/22 03:47:52 PM,78.975,16.0,,,,,
551,03/21/22 03:48:22 PM,78.098,1.0,,,,,
552,03/21/22 03:48:52 PM,77.400,0.0,,,,,
553,03/21/22 03:49:22 PM,76.703,0.0,,,,,
554,03/21/22 03:49:52 PM,76.006,0.0,,,,,
555,03/21/22 03:50:22 PM,75.484,0.0,,,,,
556,03/21/22 03:50:52 PM,74.964,0.0,,,,,
557,03/21/22 03:51:22 PM,74.619,0.0,,,,,
558,03/21/22 03:51:52 PM,74.271,0.0,,,,,
559,03/21/22 03:52:22 PM,73.926,0.0,,,,,
560,03/21/22 03:52:52 PM,73.580,0.0,,,,,
561,03/21/22 03:53:22 PM,73.234,0.0,,,,,
562,03/21/22 03:53:52 PM,72.891,0.0,,,,,
563,03/21/22 03:54:22 PM,72.718,0.0,,,,,
564,03/21/22 03:54:52 PM,72.545,0.0,,,,,
565,03/21/22 03:55:22 PM,72.199,0.0,,,,,
566,03/21/22 03:55:52 PM,72.028,0.0,,,,,
567,03/21/22 03:56:22 PM,71.856,0.0,,,,,
568,03/21/22 03:56:52 PM,71.856,0.0,,,,,
569,03/21/22 03:57:22 PM,71.683,0.0,,,,,
570,03/21/22 03:57:52 PM,71.512,0.0,,,,,
571,03/21/22 03:58:22 PM,71.512,0.0,,,,,
572,03/21/22 03:58:52 PM,71.339,0.0,,,,,
573,03/21/22 03:59:22 PM,71.339,0.0,,,,,
574,03/21/22 03:59:52 PM,71.168,0.0,,,,,
575,03/21/22 04:00:22 PM,71.168,0.0,,,,,
576,03/21/22 04:00:52 PM,71.168,0.0,,,,,
577,03/21/22 04:01:22 PM,70.995,0.0,,,,,
578,03/21/22 04:01:52 PM,70.995,0.0,,,,,
579,03/21/22 04:02:22 PM,70.995,0.0,,,,,
580,03/21/22 04:02:52 PM,70.824,0.0,,,,,
581,03/21/22 04:03:22 PM,70.824,0.0,,,,,
582,03/21/22 04:03:52 PM,70.824,0.0,,,,,
583,03/21/22 04:04:22 PM,70.824,0.0,,,,,
584,03/21/22 04:04:52 PM,70.651,0.0,,,,,
585,03/21/22 04:05:22 PM,70.651,0.0,,,,,
586,03/21/22 04:05:52 PM,70.651,0.0,,,,,
587,03/21/22 04:06:22 PM,70.651,0.0,,,,,
588,03/21/22 04:06:52 PM,70.651,0.0,,,,,
589,03/21/22 04:07:22 PM,70.651,0.0,,,,,
590,03/21/22 04:07:52 PM,70.651,0.0,,,,,
591,03/21/22 04:08:22 PM,70.651,0.0,,,,,
592,03/21/22 04:08:52 PM,70.480,0.0,,,,,
593,03/21/22 04:09:22 PM,70.480,0.0,,,,,
594,03/21/22 04:09:52 PM,70.480,0.0,,,,,
595,03/21/22 04:10:22 PM,70.480,0.0,,,,,
596,03/21/22 04:10:52 PM,70.651,0.0,,,,,
597,03/21/22 04:11:22 PM,70.824,0.0,,,,,
598,03/21/22 04:11:52 PM,71.339,12.0,,,,,
599,03/21/22 04:12:22 PM,71.683,8.0,,,,,
600,03/21/22 04:12:52 PM,71.856,9.0,,,,,
601,03/21/22 04:13:22 PM,72.028,9.0,,,,,
602,03/21/22 04:13:52 PM,72.199,8.0,,,,,
603,03/21/22 04:14:22 PM,72.199,13.0,,,,,
604,03/21/22 04:14:52 PM,72.372,10.0,,,,,
605,03/21/22 04:15:22 PM,72.372,10.0,,,,,
606,03/21/22 04:15:52 PM,72.545,10.0,,,,,
607,03/21/22 04:16:22 PM,72.545,11.0,,,,,
608,03/21/22 04:16:52 PM,72.545,10.0,,,,,
609,03/21/22 04:17:22 PM,72.545,10.0,,,,,
610,03/21/22 04:17:43 PM,,,,Logged,Logged,,
611,03/21/22 04:17:52 PM,72.718,0.0,,,,,
612,03/21/22 04:17:57 PM,,,,,,Logged,Logged
