"Plot Title: mm01102021"
"#","Date Time, GMT-10:00","Temp, °F (LGR S/N: 20277816, SEN S/N: 20277816)","Intensity, lum/ft² (LGR S/N: 20277816, SEN S/N: 20277816)","Coupler Detached (LGR S/N: 20277816)","Coupler Attached (LGR S/N: 20277816)","Host Connected (LGR S/N: 20277816)","Stopped (LGR S/N: 20277816)","End Of File (LGR S/N: 20277816)"
497,10/01/21 03:38:36 PM,84.115,1856.0,,,,,
498,10/01/21 03:39:06 PM,84.295,1344.0,,,,,
499,10/01/21 03:39:36 PM,84.295,1472.0,,,,,
500,10/01/21 03:40:06 PM,84.295,992.0,,,,,
501,10/01/21 03:40:36 PM,84.474,2304.0,,,,,
502,10/01/21 03:41:06 PM,84.295,2816.0,,,,,
503,10/01/21 03:41:36 PM,84.295,384.0,,,,,
504,10/01/21 03:42:06 PM,83.935,288.0,,,,,
505,10/01/21 03:42:36 PM,83.935,432.0,,,,,
506,10/01/21 03:43:06 PM,84.115,800.0,,,,,
507,10/01/21 03:43:36 PM,83.757,256.0,,,,,
508,10/01/21 03:44:06 PM,83.757,352.0,,,,,
509,10/01/21 03:44:36 PM,83.579,384.0,,,,,
510,10/01/21 03:45:06 PM,83.579,256.0,,,,,
511,10/01/21 03:45:36 PM,83.399,176.0,,,,,
512,10/01/21 03:46:06 PM,83.399,272.0,,,,,
513,10/01/21 03:46:36 PM,83.399,232.0,,,,,
514,10/01/21 03:47:06 PM,83.221,256.0,,,,,
515,10/01/21 03:47:36 PM,83.399,896.0,,,,,
516,10/01/21 03:48:06 PM,83.221,53.0,,,,,
517,10/01/21 03:48:36 PM,83.043,0.0,,,,,
518,10/01/21 03:49:06 PM,82.864,0.0,,,,,
519,10/01/21 03:49:36 PM,82.864,0.0,,,,,
520,10/01/21 03:50:06 PM,82.864,0.0,,,,,
521,10/01/21 03:50:36 PM,82.686,0.0,,,,,
522,10/01/21 03:51:06 PM,82.686,0.0,,,,,
523,10/01/21 03:51:36 PM,82.686,0.0,,,,,
524,10/01/21 03:52:06 PM,82.508,0.0,,,,,
525,10/01/21 03:52:36 PM,82.508,0.0,,,,,
526,10/01/21 03:53:06 PM,82.508,0.0,,,,,
527,10/01/21 03:53:36 PM,82.508,0.0,,,,,
528,10/01/21 03:54:06 PM,82.508,0.0,,,,,
529,10/01/21 03:54:36 PM,82.508,0.0,,,,,
530,10/01/21 03:55:06 PM,82.508,0.0,,,,,
531,10/01/21 03:55:36 PM,82.508,0.0,,,,,
532,10/01/21 03:56:06 PM,82.508,0.0,,,,,
533,10/01/21 03:56:36 PM,82.508,0.0,,,,,
534,10/01/21 03:57:06 PM,82.508,0.0,,,,,
535,10/01/21 03:57:36 PM,82.508,0.0,,,,,
536,10/01/21 03:58:06 PM,82.508,0.0,,,,,
537,10/01/21 03:58:36 PM,82.508,0.0,,,,,
538,10/01/21 03:59:06 PM,82.508,0.0,,,,,
539,10/01/21 03:59:36 PM,82.508,0.0,,,,,
540,10/01/21 04:00:06 PM,82.508,0.0,,,,,
541,10/01/21 04:00:36 PM,82.508,0.0,,,,,
542,10/01/21 04:01:06 PM,82.508,0.0,,,,,
543,10/01/21 04:01:36 PM,82.508,0.0,,,,,
544,10/01/21 04:02:06 PM,82.508,0.0,,,,,
545,10/01/21 04:02:36 PM,82.508,69.0,,,,,
546,10/01/21 04:03:06 PM,82.686,122.0,,,,,
547,10/01/21 04:03:36 PM,82.864,144.0,,,,,
548,10/01/21 04:04:06 PM,82.864,124.0,,,,,
549,10/01/21 04:04:36 PM,82.864,136.0,,,,,
550,10/01/21 04:05:06 PM,82.864,176.0,,,,,
551,10/01/21 04:05:36 PM,83.043,152.0,,,,,
552,10/01/21 04:06:06 PM,83.043,136.0,,,,,
553,10/01/21 04:06:36 PM,83.043,136.0,,,,,
554,10/01/21 04:07:06 PM,83.043,184.0,,,,,
555,10/01/21 04:07:36 PM,83.043,232.0,,,,,
556,10/01/21 04:08:06 PM,83.043,256.0,,,,,
557,10/01/21 04:08:36 PM,83.221,288.0,,,,,
558,10/01/21 04:09:06 PM,83.221,144.0,,,,,
559,10/01/21 04:09:36 PM,83.221,272.0,,,,,
560,10/01/21 04:10:06 PM,83.221,224.0,,,,,
561,10/01/21 04:10:36 PM,83.221,304.0,,,,,
562,10/01/21 04:11:06 PM,83.399,288.0,,,,,
563,10/01/21 04:11:36 PM,83.399,304.0,,,,,
564,10/01/21 04:12:06 PM,83.399,352.0,,,,,
565,10/01/21 04:12:36 PM,83.579,256.0,,,,,
566,10/01/21 04:13:06 PM,83.579,368.0,,,,,
567,10/01/21 04:13:36 PM,83.579,272.0,,,,,
568,10/01/21 04:14:06 PM,83.579,224.0,,,,,
569,10/01/21 04:14:36 PM,83.579,216.0,,,,,
570,10/01/21 04:15:06 PM,83.399,176.0,,,,,
571,10/01/21 04:15:36 PM,83.399,160.0,,,,,
572,10/01/21 04:16:06 PM,83.221,144.0,,,,,
573,10/01/21 04:16:36 PM,83.221,168.0,,,,,
574,10/01/21 04:17:06 PM,83.221,176.0,,,,,
575,10/01/21 04:17:36 PM,83.221,192.0,,,,,
576,10/01/21 04:18:06 PM,83.221,168.0,,,,,
577,10/01/21 04:18:36 PM,83.221,208.0,,,,,
578,10/01/21 04:19:06 PM,83.221,256.0,,,,,
579,10/01/21 04:19:36 PM,83.221,30.0,,,,,
580,10/01/21 04:20:06 PM,83.043,6.0,,,,,
581,10/01/21 04:20:36 PM,83.043,14.0,,,,,
582,10/01/21 04:21:06 PM,82.864,29.0,,,,,
583,10/01/21 04:21:36 PM,82.864,26.0,,,,,
584,10/01/21 04:22:06 PM,82.508,20.0,,,,,
585,10/01/21 04:22:36 PM,82.330,54.0,,,,,
586,10/01/21 04:23:06 PM,81.975,71.0,,,,,
587,10/01/21 04:23:36 PM,81.797,128.0,,,,,
588,10/01/21 04:24:06 PM,81.621,80.0,,,,,
589,10/01/21 04:24:36 PM,81.442,70.0,,,,,
590,10/01/21 04:25:06 PM,81.090,79.0,,,,,
591,10/01/21 04:25:36 PM,81.090,1.0,,,,,
592,10/01/21 04:26:06 PM,80.735,0.0,,,,,
593,10/01/21 04:26:36 PM,81.266,4.0,,,,,
594,10/01/21 04:27:06 PM,82.152,30.0,,,,,
595,10/01/21 04:27:36 PM,82.152,46.0,,,,,
596,10/01/21 04:28:06 PM,81.621,23.0,,,,,
597,10/01/21 04:28:36 PM,81.090,81.0,,,,,
598,10/01/21 04:29:06 PM,80.559,64.0,,,,,
599,10/01/21 04:29:36 PM,80.911,3.0,,,,,
600,10/01/21 04:30:06 PM,81.442,37.0,,,,,
601,10/01/21 04:30:36 PM,81.797,38.0,,,,,
602,10/01/21 04:31:06 PM,81.975,7.0,,,,,
603,10/01/21 04:31:36 PM,82.152,8.0,,,,,
604,10/01/21 04:32:06 PM,82.152,200.0,,,,,
605,10/01/21 04:32:36 PM,82.330,114.0,,,,,
606,10/01/21 04:33:06 PM,82.152,45.0,,,,,
607,10/01/21 04:33:36 PM,81.975,64.0,,,,,
608,10/01/21 04:34:06 PM,81.621,50.0,,,,,
609,10/01/21 04:34:36 PM,81.442,65.0,,,,,
610,10/01/21 04:35:06 PM,81.266,0.0,,,,,
611,10/01/21 04:35:36 PM,81.090,0.0,,,,,
612,10/01/21 04:36:06 PM,81.266,0.0,,,,,
613,10/01/21 04:36:36 PM,81.975,0.0,,,,,
614,10/01/21 04:37:06 PM,83.221,0.0,,,,,
615,10/01/21 04:37:36 PM,84.295,3.0,,,,,
616,10/01/21 04:38:06 PM,84.295,0.0,,,,,
617,10/01/21 04:38:36 PM,84.295,4.0,,,,,
618,10/01/21 04:39:06 PM,84.115,2.0,,,,,
619,10/01/21 04:39:36 PM,83.935,0.0,,,,,
620,10/01/21 04:40:06 PM,83.757,0.0,,,,,
621,10/01/21 04:40:36 PM,83.399,11.0,,,,,
622,10/01/21 04:41:06 PM,83.221,45.0,,,,,
623,10/01/21 04:41:36 PM,82.864,2.0,,,,,
624,10/01/21 04:42:06 PM,82.508,1.0,,,,,
625,10/01/21 04:42:36 PM,82.152,1.0,,,,,
626,10/01/21 04:43:06 PM,81.975,0.0,,,,,
627,10/01/21 04:43:36 PM,81.797,0.0,,,,,
628,10/01/21 04:44:06 PM,81.621,0.0,,,,,
629,10/01/21 04:44:36 PM,81.442,0.0,,,,,
630,10/01/21 04:45:06 PM,81.266,0.0,,,,,
631,10/01/21 04:45:36 PM,81.090,0.0,,,,,
632,10/01/21 04:46:06 PM,81.090,0.0,,,,,
633,10/01/21 04:46:36 PM,80.911,0.0,,,,,
634,10/01/21 04:47:06 PM,80.911,0.0,,,,,
635,10/01/21 04:47:36 PM,80.735,0.0,,,,,
636,10/01/21 04:48:06 PM,80.735,0.0,,,,,
637,10/01/21 04:48:36 PM,80.559,0.0,,,,,
638,10/01/21 04:49:06 PM,80.559,0.0,,,,,
639,10/01/21 04:49:36 PM,80.559,0.0,,,,,
640,10/01/21 04:50:06 PM,80.559,0.0,,,,,
641,10/01/21 04:50:36 PM,80.559,0.0,,,,,
642,10/01/21 04:51:06 PM,80.559,0.0,,,,,
643,10/01/21 04:51:36 PM,80.382,0.0,,,,,
644,10/01/21 04:52:06 PM,80.559,0.0,,,,,
645,10/01/21 04:52:36 PM,80.382,0.0,,,,,
646,10/01/21 04:53:06 PM,80.382,0.0,,,,,
647,10/01/21 04:53:36 PM,80.382,0.0,,,,,
648,10/01/21 04:54:06 PM,80.382,0.0,,,,,
649,10/01/21 04:54:36 PM,80.382,0.0,,,,,
650,10/01/21 04:55:06 PM,80.382,0.0,,,,,
651,10/01/21 04:55:36 PM,80.382,0.0,,,,,
652,10/01/21 04:56:06 PM,80.382,0.0,,,,,
653,10/01/21 04:56:36 PM,80.382,0.0,,,,,
654,10/01/21 04:57:06 PM,80.559,0.0,,,,,
655,10/01/21 04:57:36 PM,80.735,2.0,,,,,
656,10/01/21 04:58:06 PM,80.911,1.0,,,,,
657,10/01/21 04:58:36 PM,81.090,0.0,,,,,
658,10/01/21 04:59:06 PM,81.090,0.0,,,,,
659,10/01/21 04:59:36 PM,81.266,1.0,,,,,
660,10/01/21 05:00:06 PM,81.266,0.0,,,,,
661,10/01/21 05:00:36 PM,81.442,3.0,,,,,
662,10/01/21 05:01:06 PM,81.621,0.0,,,,,
663,10/01/21 05:01:36 PM,81.621,0.0,,,,,
664,10/01/21 05:02:06 PM,81.621,0.0,,,,,
665,10/01/21 05:02:36 PM,81.621,0.0,,,,,
666,10/01/21 05:03:06 PM,81.621,0.0,,,,,
667,10/01/21 05:03:36 PM,81.442,0.0,,,,,
668,10/01/21 05:04:06 PM,81.621,0.0,,,,,
669,10/01/21 05:04:22 PM,,,,Logged,Logged,,
670,10/01/21 05:04:28 PM,,,,,,Logged,Logged
