"Plot Title: 2022_3_21"
"#","Date Time, GMT-10:00","Temp, °F (LGR S/N: 10834027, SEN S/N: 10834027, LBL: <F1>)","Intensity, lum/ft² (LGR S/N: 10834027, SEN S/N: 10834027)","Coupler Detached (LGR S/N: 10834027)","Host Connected (LGR S/N: 10834027)","Coupler Attached (LGR S/N: 10834027)","Stopped (LGR S/N: 10834027)","End Of File (LGR S/N: 10834027)"
110,03/21/22 12:06:57 PM,83.935,144.0,,,,,
111,03/21/22 12:07:27 PM,83.757,144.0,,,,,
112,03/21/22 12:07:57 PM,83.579,144.0,,,,,
113,03/21/22 12:08:27 PM,83.399,136.0,,,,,
114,03/21/22 12:08:57 PM,83.221,152.0,,,,,
115,03/21/22 12:09:27 PM,83.221,152.0,,,,,
116,03/21/22 12:09:57 PM,83.043,136.0,,,,,
117,03/21/22 12:10:27 PM,82.864,144.0,,,,,
118,03/21/22 12:10:57 PM,82.864,144.0,,,,,
119,03/21/22 12:11:27 PM,82.686,144.0,,,,,
120,03/21/22 12:11:57 PM,82.508,136.0,,,,,
121,03/21/22 12:12:27 PM,82.508,144.0,,,,,
122,03/21/22 12:12:57 PM,82.330,136.0,,,,,
123,03/21/22 12:13:27 PM,82.330,144.0,,,,,
124,03/21/22 12:13:57 PM,82.330,136.0,,,,,
125,03/21/22 12:14:27 PM,82.330,136.0,,,,,
126,03/21/22 12:14:57 PM,82.152,128.0,,,,,
127,03/21/22 12:15:27 PM,82.152,136.0,,,,,
128,03/21/22 12:15:57 PM,82.152,136.0,,,,,
129,03/21/22 12:16:27 PM,81.975,144.0,,,,,
130,03/21/22 12:16:57 PM,81.975,126.0,,,,,
131,03/21/22 12:17:27 PM,82.330,304.0,,,,,
132,03/21/22 12:17:57 PM,83.221,576.0,,,,,
133,03/21/22 12:18:27 PM,83.043,240.0,,,,,
134,03/21/22 12:18:57 PM,83.221,304.0,,,,,
135,03/21/22 12:19:27 PM,83.399,608.0,,,,,
136,03/21/22 12:19:57 PM,83.579,704.0,,,,,
137,03/21/22 12:20:27 PM,84.115,608.0,,,,,
138,03/21/22 12:20:57 PM,84.474,672.0,,,,,
139,03/21/22 12:21:27 PM,84.654,896.0,,,,,
140,03/21/22 12:21:57 PM,84.834,864.0,,,,,
141,03/21/22 12:22:27 PM,85.014,704.0,,,,,
142,03/21/22 12:22:57 PM,84.834,672.0,,,,,
143,03/21/22 12:23:27 PM,85.014,800.0,,,,,
144,03/21/22 12:23:57 PM,85.194,704.0,,,,,
145,03/21/22 12:24:27 PM,85.374,704.0,,,,,
146,03/21/22 12:24:57 PM,85.374,768.0,,,,,
147,03/21/22 12:25:27 PM,85.554,768.0,,,,,
148,03/21/22 12:25:57 PM,85.554,576.0,,,,,
149,03/21/22 12:26:27 PM,85.735,768.0,,,,,
150,03/21/22 12:26:57 PM,85.735,576.0,,,,,
151,03/21/22 12:27:27 PM,85.735,704.0,,,,,
152,03/21/22 12:27:57 PM,85.915,704.0,,,,,
153,03/21/22 12:28:27 PM,85.915,576.0,,,,,
154,03/21/22 12:28:57 PM,85.915,864.0,,,,,
155,03/21/22 12:29:27 PM,85.915,512.0,,,,,
156,03/21/22 12:29:57 PM,85.915,800.0,,,,,
157,03/21/22 12:30:27 PM,85.915,608.0,,,,,
158,03/21/22 12:30:57 PM,85.915,608.0,,,,,
159,03/21/22 12:31:27 PM,85.915,800.0,,,,,
160,03/21/22 12:31:57 PM,85.915,800.0,,,,,
161,03/21/22 12:32:27 PM,85.915,608.0,,,,,
162,03/21/22 12:32:57 PM,85.915,864.0,,,,,
163,03/21/22 12:33:27 PM,85.915,704.0,,,,,
164,03/21/22 12:33:57 PM,85.915,704.0,,,,,
165,03/21/22 12:34:27 PM,85.915,704.0,,,,,
166,03/21/22 12:34:57 PM,85.915,672.0,,,,,
167,03/21/22 12:35:27 PM,85.915,800.0,,,,,
168,03/21/22 12:35:57 PM,85.915,672.0,,,,,
169,03/21/22 12:36:27 PM,85.915,704.0,,,,,
170,03/21/22 12:36:57 PM,85.915,576.0,,,,,
171,03/21/22 12:37:27 PM,85.915,576.0,,,,,
172,03/21/22 12:37:57 PM,85.915,768.0,,,,,
173,03/21/22 12:38:27 PM,85.915,672.0,,,,,
174,03/21/22 12:38:57 PM,86.097,704.0,,,,,
175,03/21/22 12:39:27 PM,86.097,672.0,,,,,
176,03/21/22 12:39:57 PM,86.097,672.0,,,,,
177,03/21/22 12:40:27 PM,86.097,608.0,,,,,
178,03/21/22 12:40:57 PM,85.915,448.0,,,,,
179,03/21/22 12:41:27 PM,85.915,576.0,,,,,
180,03/21/22 12:41:57 PM,85.915,800.0,,,,,
181,03/21/22 12:42:27 PM,85.915,864.0,,,,,
182,03/21/22 12:42:57 PM,86.097,768.0,,,,,
183,03/21/22 12:43:27 PM,85.194,38.0,,,,,
184,03/21/22 12:43:57 PM,84.834,0.0,,,,,
185,03/21/22 12:44:27 PM,84.474,0.0,,,,,
186,03/21/22 12:44:57 PM,84.295,0.0,,,,,
187,03/21/22 12:45:27 PM,84.115,0.0,,,,,
188,03/21/22 12:45:57 PM,83.935,0.0,,,,,
189,03/21/22 12:46:27 PM,83.757,0.0,,,,,
190,03/21/22 12:46:57 PM,83.757,0.0,,,,,
191,03/21/22 12:47:27 PM,83.579,0.0,,,,,
192,03/21/22 12:47:57 PM,83.579,0.0,,,,,
193,03/21/22 12:48:27 PM,83.579,0.0,,,,,
194,03/21/22 12:48:57 PM,83.399,0.0,,,,,
195,03/21/22 12:49:27 PM,83.399,0.0,,,,,
196,03/21/22 12:49:57 PM,83.399,0.0,,,,,
197,03/21/22 12:50:27 PM,83.399,0.0,,,,,
198,03/21/22 12:50:57 PM,83.399,0.0,,,,,
199,03/21/22 12:51:27 PM,83.399,0.0,,,,,
200,03/21/22 12:51:57 PM,83.399,0.0,,,,,
201,03/21/22 12:52:27 PM,83.399,0.0,,,,,
202,03/21/22 12:52:57 PM,83.399,0.0,,,,,
203,03/21/22 12:53:27 PM,83.399,0.0,,,,,
204,03/21/22 12:53:57 PM,83.399,0.0,,,,,
205,03/21/22 12:54:27 PM,83.399,0.0,,,,,
206,03/21/22 12:54:57 PM,83.399,0.0,,,,,
207,03/21/22 12:55:27 PM,83.399,0.0,,,,,
208,03/21/22 12:55:57 PM,83.399,0.0,,,,,
209,03/21/22 12:56:27 PM,83.399,0.0,,,,,
210,03/21/22 12:56:57 PM,83.399,0.0,,,,,
211,03/21/22 12:57:27 PM,83.399,0.0,,,,,
212,03/21/22 12:57:57 PM,83.399,0.0,,,,,
213,03/21/22 12:58:27 PM,83.399,0.0,,,,,
214,03/21/22 12:58:57 PM,84.295,512.0,,,,,
215,03/21/22 12:59:27 PM,84.654,480.0,,,,,
216,03/21/22 12:59:57 PM,84.834,576.0,,,,,
217,03/21/22 01:00:27 PM,85.194,512.0,,,,,
218,03/21/22 01:00:57 PM,85.374,576.0,,,,,
219,03/21/22 01:01:27 PM,85.915,464.0,,,,,
220,03/21/22 01:01:57 PM,86.097,672.0,,,,,
221,03/21/22 01:02:27 PM,86.459,864.0,,,,,
222,03/21/22 01:02:57 PM,86.641,672.0,,,,,
223,03/21/22 01:03:27 PM,86.823,800.0,,,,,
224,03/21/22 01:03:57 PM,87.004,800.0,,,,,
225,03/21/22 01:04:27 PM,87.186,768.0,,,,,
226,03/21/22 01:04:57 PM,87.186,800.0,,,,,
227,03/21/22 01:05:27 PM,87.368,800.0,,,,,
228,03/21/22 01:05:57 PM,87.368,608.0,,,,,
229,03/21/22 01:06:27 PM,87.368,672.0,,,,,
230,03/21/22 01:06:57 PM,87.186,672.0,,,,,
231,03/21/22 01:07:27 PM,87.368,704.0,,,,,
232,03/21/22 01:07:57 PM,87.186,704.0,,,,,
233,03/21/22 01:08:27 PM,87.186,480.0,,,,,
234,03/21/22 01:08:57 PM,87.186,672.0,,,,,
235,03/21/22 01:09:27 PM,87.186,496.0,,,,,
236,03/21/22 01:09:57 PM,87.004,480.0,,,,,
237,03/21/22 01:10:27 PM,86.823,432.0,,,,,
238,03/21/22 01:10:57 PM,86.823,464.0,,,,,
239,03/21/22 01:11:27 PM,86.823,480.0,,,,,
240,03/21/22 01:11:57 PM,86.823,480.0,,,,,
241,03/21/22 01:12:27 PM,87.004,768.0,,,,,
242,03/21/22 01:12:57 PM,87.368,864.0,,,,,
243,03/21/22 01:13:27 PM,87.733,864.0,,,,,
244,03/21/22 01:13:57 PM,87.368,512.0,,,,,
245,03/21/22 01:14:27 PM,87.368,480.0,,,,,
246,03/21/22 01:14:57 PM,87.186,576.0,,,,,
247,03/21/22 01:15:27 PM,87.186,448.0,,,,,
248,03/21/22 01:15:57 PM,87.004,384.0,,,,,
249,03/21/22 01:16:27 PM,86.823,352.0,,,,,
250,03/21/22 01:16:57 PM,86.641,352.0,,,,,
251,03/21/22 01:17:27 PM,86.641,336.0,,,,,
252,03/21/22 01:17:57 PM,86.459,384.0,,,,,
253,03/21/22 01:18:27 PM,86.459,576.0,,,,,
254,03/21/22 01:18:57 PM,86.641,432.0,,,,,
255,03/21/22 01:19:27 PM,86.641,464.0,,,,,
256,03/21/22 01:19:57 PM,86.641,512.0,,,,,
257,03/21/22 01:20:27 PM,87.004,768.0,,,,,
258,03/21/22 01:20:57 PM,86.823,384.0,,,,,
259,03/21/22 01:21:27 PM,86.641,336.0,,,,,
260,03/21/22 01:21:57 PM,86.459,304.0,,,,,
261,03/21/22 01:22:27 PM,86.097,40.0,,,,,
262,03/21/22 01:22:57 PM,85.915,0.0,,,,,
263,03/21/22 01:23:27 PM,85.554,0.0,,,,,
264,03/21/22 01:23:57 PM,85.374,0.0,,,,,
265,03/21/22 01:24:27 PM,85.194,0.0,,,,,
266,03/21/22 01:24:57 PM,85.194,0.0,,,,,
267,03/21/22 01:25:27 PM,85.014,0.0,,,,,
268,03/21/22 01:25:57 PM,85.014,0.0,,,,,
269,03/21/22 01:26:27 PM,84.834,0.0,,,,,
270,03/21/22 01:26:57 PM,84.834,0.0,,,,,
271,03/21/22 01:27:27 PM,84.834,0.0,,,,,
272,03/21/22 01:27:57 PM,84.834,0.0,,,,,
273,03/21/22 01:28:27 PM,84.834,0.0,,,,,
274,03/21/22 01:28:57 PM,84.834,0.0,,,,,
275,03/21/22 01:29:27 PM,84.834,0.0,,,,,
276,03/21/22 01:29:57 PM,84.834,0.0,,,,,
277,03/21/22 01:30:27 PM,84.834,0.0,,,,,
278,03/21/22 01:30:57 PM,84.834,0.0,,,,,
279,03/21/22 01:31:27 PM,84.834,0.0,,,,,
280,03/21/22 01:31:57 PM,84.834,0.0,,,,,
281,03/21/22 01:32:27 PM,84.654,0.0,,,,,
282,03/21/22 01:32:57 PM,84.654,0.0,,,,,
283,03/21/22 01:33:27 PM,84.654,0.0,,,,,
284,03/21/22 01:33:57 PM,84.654,0.0,,,,,
285,03/21/22 01:34:27 PM,84.834,0.0,,,,,
286,03/21/22 01:34:57 PM,84.654,0.0,,,,,
287,03/21/22 01:35:27 PM,84.654,0.0,,,,,
288,03/21/22 01:35:57 PM,84.834,0.0,,,,,
289,03/21/22 01:36:27 PM,84.654,0.0,,,,,
290,03/21/22 01:36:57 PM,84.654,0.0,,,,,
291,03/21/22 01:37:27 PM,84.654,0.0,,,,,
292,03/21/22 01:37:57 PM,84.654,0.0,,,,,
293,03/21/22 01:38:27 PM,84.834,0.0,,,,,
294,03/21/22 01:38:57 PM,84.654,0.0,,,,,
295,03/21/22 01:39:27 PM,84.654,0.0,,,,,
296,03/21/22 01:39:57 PM,84.654,0.0,,,,,
297,03/21/22 01:40:27 PM,84.834,0.0,,,,,
298,03/21/22 01:40:57 PM,84.654,0.0,,,,,
299,03/21/22 01:41:27 PM,84.654,0.0,,,,,
300,03/21/22 01:41:57 PM,84.654,0.0,,,,,
301,03/21/22 01:42:27 PM,84.654,0.0,,,,,
302,03/21/22 01:42:57 PM,84.654,0.0,,,,,
303,03/21/22 01:43:27 PM,84.654,0.0,,,,,
304,03/21/22 01:43:57 PM,84.654,0.0,,,,,
305,03/21/22 01:44:27 PM,84.654,0.0,,,,,
306,03/21/22 01:44:57 PM,84.654,0.0,,,,,
307,03/21/22 01:45:27 PM,84.654,0.0,,,,,
308,03/21/22 01:45:57 PM,84.654,0.0,,,,,
309,03/21/22 01:46:27 PM,84.654,0.0,,,,,
310,03/21/22 01:46:57 PM,84.834,368.0,,,,,
311,03/21/22 01:47:27 PM,85.554,496.0,,,,,
312,03/21/22 01:47:57 PM,85.735,224.0,,,,,
313,03/21/22 01:48:27 PM,88.466,10240.0,,,,,
314,03/21/22 01:48:57 PM,87.552,1920.0,,,,,
315,03/21/22 01:49:27 PM,87.552,304.0,,,,,
316,03/21/22 01:49:57 PM,87.368,416.0,,,,,
317,03/21/22 01:50:27 PM,87.368,800.0,,,,,
318,03/21/22 01:50:57 PM,87.004,44.0,,,,,
319,03/21/22 01:51:27 PM,86.459,480.0,,,,,
320,03/21/22 01:51:57 PM,86.459,384.0,,,,,
321,03/21/22 01:52:27 PM,86.277,608.0,,,,,
322,03/21/22 01:52:57 PM,86.277,384.0,,,,,
323,03/21/22 01:53:27 PM,86.277,512.0,,,,,
324,03/21/22 01:53:57 PM,86.641,1024.0,,,,,
325,03/21/22 01:54:27 PM,87.004,704.0,,,,,
326,03/21/22 01:54:57 PM,87.186,704.0,,,,,
327,03/21/22 01:55:27 PM,87.186,768.0,,,,,
328,03/21/22 01:55:57 PM,87.733,1280.0,,,,,
329,03/21/22 01:56:27 PM,87.915,992.0,,,,,
330,03/21/22 01:56:57 PM,88.099,800.0,,,,,
331,03/21/22 01:57:27 PM,88.282,800.0,,,,,
332,03/21/22 01:57:57 PM,88.282,800.0,,,,,
333,03/21/22 01:58:27 PM,88.099,704.0,,,,,
334,03/21/22 01:58:57 PM,87.915,576.0,,,,,
335,03/21/22 01:59:27 PM,87.552,384.0,,,,,
336,03/21/22 01:59:57 PM,87.368,512.0,,,,,
337,03/21/22 02:00:27 PM,87.368,768.0,,,,,
338,03/21/22 02:00:57 PM,87.552,608.0,,,,,
339,03/21/22 02:01:27 PM,87.552,608.0,,,,,
340,03/21/22 02:01:57 PM,87.552,512.0,,,,,
341,03/21/22 02:02:27 PM,87.368,448.0,,,,,
342,03/21/22 02:02:57 PM,87.186,480.0,,,,,
343,03/21/22 02:03:27 PM,87.004,448.0,,,,,
344,03/21/22 02:03:57 PM,87.004,400.0,,,,,
345,03/21/22 02:04:27 PM,86.823,368.0,,,,,
346,03/21/22 02:04:57 PM,86.641,352.0,,,,,
347,03/21/22 02:05:27 PM,86.459,320.0,,,,,
348,03/21/22 02:05:57 PM,86.459,304.0,,,,,
349,03/21/22 02:06:27 PM,86.277,320.0,,,,,
350,03/21/22 02:06:57 PM,86.277,288.0,,,,,
351,03/21/22 02:07:27 PM,86.277,320.0,,,,,
352,03/21/22 02:07:57 PM,86.277,336.0,,,,,
353,03/21/22 02:08:27 PM,86.097,304.0,,,,,
354,03/21/22 02:08:57 PM,86.097,352.0,,,,,
355,03/21/22 02:09:27 PM,86.277,432.0,,,,,
356,03/21/22 02:09:57 PM,86.823,704.0,,,,,
357,03/21/22 02:10:27 PM,86.459,384.0,,,,,
358,03/21/22 02:10:57 PM,86.641,400.0,,,,,
359,03/21/22 02:11:27 PM,86.277,184.0,,,,,
360,03/21/22 02:11:57 PM,85.915,0.0,,,,,
361,03/21/22 02:12:27 PM,85.735,0.0,,,,,
362,03/21/22 02:12:57 PM,85.554,0.0,,,,,
363,03/21/22 02:13:27 PM,85.374,0.0,,,,,
364,03/21/22 02:13:57 PM,85.194,1.0,,,,,
365,03/21/22 02:14:27 PM,85.194,0.0,,,,,
366,03/21/22 02:14:57 PM,85.014,0.0,,,,,
367,03/21/22 02:15:27 PM,85.014,0.0,,,,,
368,03/21/22 02:15:57 PM,85.014,0.0,,,,,
369,03/21/22 02:16:27 PM,84.834,0.0,,,,,
370,03/21/22 02:16:57 PM,84.834,0.0,,,,,
371,03/21/22 02:17:27 PM,84.834,0.0,,,,,
372,03/21/22 02:17:57 PM,84.834,0.0,,,,,
373,03/21/22 02:18:27 PM,84.834,0.0,,,,,
374,03/21/22 02:18:57 PM,84.834,0.0,,,,,
375,03/21/22 02:19:27 PM,84.834,0.0,,,,,
376,03/21/22 02:19:57 PM,84.834,0.0,,,,,
377,03/21/22 02:20:27 PM,84.654,0.0,,,,,
378,03/21/22 02:20:57 PM,84.834,0.0,,,,,
379,03/21/22 02:21:27 PM,84.654,0.0,,,,,
380,03/21/22 02:21:57 PM,84.654,0.0,,,,,
381,03/21/22 02:22:27 PM,84.654,0.0,,,,,
382,03/21/22 02:22:57 PM,84.654,0.0,,,,,
383,03/21/22 02:23:27 PM,84.654,0.0,,,,,
384,03/21/22 02:23:57 PM,84.654,0.0,,,,,
385,03/21/22 02:24:27 PM,84.654,0.0,,,,,
386,03/21/22 02:24:57 PM,84.654,0.0,,,,,
387,03/21/22 02:25:27 PM,84.654,0.0,,,,,
388,03/21/22 02:25:57 PM,84.654,0.0,,,,,
389,03/21/22 02:26:27 PM,84.654,0.0,,,,,
390,03/21/22 02:26:57 PM,84.654,0.0,,,,,
391,03/21/22 02:27:27 PM,84.654,0.0,,,,,
392,03/21/22 02:27:57 PM,84.654,0.0,,,,,
393,03/21/22 02:28:27 PM,84.654,0.0,,,,,
394,03/21/22 02:28:57 PM,84.654,0.0,,,,,
395,03/21/22 02:29:27 PM,84.654,0.0,,,,,
396,03/21/22 02:29:57 PM,84.834,336.0,,,,,
397,03/21/22 02:30:27 PM,85.014,256.0,,,,,
398,03/21/22 02:30:57 PM,85.194,400.0,,,,,
399,03/21/22 02:31:27 PM,85.374,400.0,,,,,
400,03/21/22 02:31:57 PM,85.194,248.0,,,,,
401,03/21/22 02:32:27 PM,85.194,304.0,,,,,
402,03/21/22 02:32:57 PM,85.014,448.0,,,,,
403,03/21/22 02:33:27 PM,85.194,288.0,,,,,
404,03/21/22 02:33:57 PM,85.374,480.0,,,,,
405,03/21/22 02:34:27 PM,85.374,576.0,,,,,
406,03/21/22 02:34:57 PM,85.735,672.0,,,,,
407,03/21/22 02:35:27 PM,85.915,432.0,,,,,
408,03/21/22 02:35:57 PM,85.554,432.0,,,,,
409,03/21/22 02:36:27 PM,85.554,432.0,,,,,
410,03/21/22 02:36:57 PM,85.735,608.0,,,,,
411,03/21/22 02:37:27 PM,85.735,400.0,,,,,
412,03/21/22 02:37:57 PM,85.554,336.0,,,,,
413,03/21/22 02:38:27 PM,85.374,352.0,,,,,
414,03/21/22 02:38:57 PM,85.374,368.0,,,,,
415,03/21/22 02:39:27 PM,85.374,416.0,,,,,
416,03/21/22 02:39:57 PM,85.554,384.0,,,,,
417,03/21/22 02:40:27 PM,85.554,368.0,,,,,
418,03/21/22 02:40:57 PM,85.374,432.0,,,,,
419,03/21/22 02:41:27 PM,85.374,352.0,,,,,
420,03/21/22 02:41:57 PM,85.374,432.0,,,,,
421,03/21/22 02:42:27 PM,85.374,352.0,,,,,
422,03/21/22 02:42:57 PM,85.374,368.0,,,,,
423,03/21/22 02:43:27 PM,85.194,416.0,,,,,
424,03/21/22 02:43:57 PM,85.194,304.0,,,,,
425,03/21/22 02:44:27 PM,85.194,320.0,,,,,
426,03/21/22 02:44:57 PM,85.194,336.0,,,,,
427,03/21/22 02:45:27 PM,85.194,352.0,,,,,
428,03/21/22 02:45:57 PM,85.194,336.0,,,,,
429,03/21/22 02:46:27 PM,85.014,320.0,,,,,
430,03/21/22 02:46:57 PM,85.014,320.0,,,,,
431,03/21/22 02:47:27 PM,85.014,320.0,,,,,
432,03/21/22 02:47:57 PM,85.014,256.0,,,,,
433,03/21/22 02:48:27 PM,84.834,128.0,,,,,
434,03/21/22 02:48:57 PM,84.834,72.0,,,,,
435,03/21/22 02:49:27 PM,84.654,1.0,,,,,
436,03/21/22 02:49:57 PM,84.474,0.0,,,,,
437,03/21/22 02:50:27 PM,84.295,0.0,,,,,
438,03/21/22 02:50:57 PM,84.295,0.0,,,,,
439,03/21/22 02:51:27 PM,84.115,0.0,,,,,
440,03/21/22 02:51:57 PM,84.115,0.0,,,,,
441,03/21/22 02:52:27 PM,84.115,0.0,,,,,
442,03/21/22 02:52:57 PM,83.935,0.0,,,,,
443,03/21/22 02:53:27 PM,83.935,0.0,,,,,
444,03/21/22 02:53:57 PM,83.935,0.0,,,,,
445,03/21/22 02:54:27 PM,83.935,0.0,,,,,
446,03/21/22 02:54:57 PM,83.935,0.0,,,,,
447,03/21/22 02:55:27 PM,83.935,0.0,,,,,
448,03/21/22 02:55:57 PM,83.935,0.0,,,,,
449,03/21/22 02:56:27 PM,83.935,0.0,,,,,
450,03/21/22 02:56:57 PM,83.935,0.0,,,,,
451,03/21/22 02:57:27 PM,83.935,0.0,,,,,
452,03/21/22 02:57:57 PM,83.935,0.0,,,,,
