"Plot Title: mm05102021"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20277816, SEN S/N: 20277816)","Intensity, Lux (LGR S/N: 20277816, SEN S/N: 20277816)","Coupler Detached (LGR S/N: 20277816)","Coupler Attached (LGR S/N: 20277816)","Host Connected (LGR S/N: 20277816)","Stopped (LGR S/N: 20277816)","End Of File (LGR S/N: 20277816)"
1,10/05/21 11:58:46 AM,27.468,0.0,,,,,
2,10/05/21 11:58:50 AM,,,Logged,,,,
3,10/05/21 11:59:16 AM,27.665,96.9,,,,,
4,10/05/21 11:59:46 AM,27.665,107.6,,,,,
5,10/05/21 12:00:16 PM,27.567,96.9,,,,,
6,10/05/21 12:00:46 PM,27.567,107.6,,,,,
7,10/05/21 12:01:16 PM,27.567,107.6,,,,,
8,10/05/21 12:01:46 PM,27.468,107.6,,,,,
9,10/05/21 12:02:16 PM,27.468,107.6,,,,,
10,10/05/21 12:02:46 PM,27.468,107.6,,,,,
11,10/05/21 12:03:16 PM,27.468,107.6,,,,,
12,10/05/21 12:03:46 PM,27.370,107.6,,,,,
13,10/05/21 12:04:16 PM,27.567,0.0,,,,,
14,10/05/21 12:04:46 PM,27.665,0.0,,,,,
15,10/05/21 12:05:16 PM,27.764,0.0,,,,,
16,10/05/21 12:05:46 PM,27.862,0.0,,,,,
17,10/05/21 12:06:16 PM,27.961,0.0,,,,,
18,10/05/21 12:06:46 PM,28.060,0.0,,,,,
19,10/05/21 12:07:16 PM,28.060,0.0,,,,,
20,10/05/21 12:07:46 PM,28.060,0.0,,,,,
21,10/05/21 12:08:16 PM,28.060,0.0,,,,,
22,10/05/21 12:08:46 PM,28.159,0.0,,,,,
23,10/05/21 12:09:16 PM,28.258,0.0,,,,,
24,10/05/21 12:09:46 PM,28.258,0.0,,,,,
25,10/05/21 12:10:16 PM,28.357,0.0,,,,,
26,10/05/21 12:10:46 PM,28.357,0.0,,,,,
27,10/05/21 12:11:16 PM,28.357,0.0,,,,,
28,10/05/21 12:11:46 PM,28.456,0.0,,,,,
29,10/05/21 12:12:16 PM,28.456,0.0,,,,,
30,10/05/21 12:12:46 PM,28.456,0.0,,,,,
31,10/05/21 12:13:16 PM,28.555,0.0,,,,,
32,10/05/21 12:13:46 PM,28.555,0.0,,,,,
33,10/05/21 12:14:16 PM,28.655,0.0,,,,,
34,10/05/21 12:14:46 PM,28.655,0.0,,,,,
35,10/05/21 12:15:16 PM,28.655,0.0,,,,,
36,10/05/21 12:15:46 PM,28.655,0.0,,,,,
37,10/05/21 12:16:16 PM,28.655,0.0,,,,,
38,10/05/21 12:16:46 PM,28.754,0.0,,,,,
39,10/05/21 12:17:16 PM,28.754,0.0,,,,,
40,10/05/21 12:17:46 PM,28.953,3788.9,,,,,
41,10/05/21 12:18:16 PM,29.152,4133.4,,,,,
42,10/05/21 12:18:46 PM,29.352,6200.0,,,,,
43,10/05/21 12:19:16 PM,29.552,5338.9,,,,,
44,10/05/21 12:19:46 PM,29.853,8611.2,,,,,
45,10/05/21 12:20:16 PM,30.154,18600.1,,,,,
46,10/05/21 12:20:46 PM,30.457,20666.8,,,,,
47,10/05/21 12:21:16 PM,30.760,3961.1,,,,,
48,10/05/21 12:21:46 PM,31.064,1550.0,,,,,
49,10/05/21 12:22:16 PM,31.268,1216.3,,,,,
50,10/05/21 12:22:46 PM,31.370,1463.9,,,,,
51,10/05/21 12:23:16 PM,31.472,10333.4,,,,,
52,10/05/21 12:23:46 PM,31.676,6544.5,,,,,
53,10/05/21 12:24:16 PM,31.676,15155.7,,,,,
54,10/05/21 12:24:46 PM,31.880,26178.0,,,,,
55,10/05/21 12:25:16 PM,31.983,24800.2,,,,,
56,10/05/21 12:25:46 PM,31.983,1377.8,,,,,
57,10/05/21 12:26:16 PM,32.291,30311.3,,,,,
58,10/05/21 12:26:46 PM,32.394,3616.7,,,,,
59,10/05/21 12:27:16 PM,32.394,4822.3,,,,,
60,10/05/21 12:27:46 PM,32.394,3100.0,,,,,
61,10/05/21 12:28:16 PM,32.497,4305.6,,,,,
62,10/05/21 12:28:46 PM,32.394,3100.0,,,,,
63,10/05/21 12:29:16 PM,32.497,7577.8,,,,,
64,10/05/21 12:29:46 PM,32.394,1980.6,,,,,
65,10/05/21 12:30:16 PM,32.394,4650.0,,,,,
